Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Age,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FD,13.65,Regular,0.012974937,Fruits and Vegetables,115.9834,38,Medium,Tier 3,Supermarket Type3,2994.7684
FD,13.65,Regular,0.013091186,Fruits and Vegetables,114.8834,14,Medium,Tier 3,Supermarket Type2,1612.5676
FD,14.85,Low Fat,0.032516546,others,188.8214,38,Small,Tier 1,Grocery Store,753.6856
FD,4.63,Low Fat,0.246678647,snacks_breakfast_type,129.7994,38,Small,Tier 1,Grocery Store,385.4982
FD,13.1,Low Fat,0.037734334,Fruits and Vegetables,173.9054,14,Medium,Tier 3,Supermarket Type2,3677.2134
FD,8.785,Low Fat,0.025962714,Fruits and Vegetables,120.9414,19,Small,Tier 2,Supermarket Type1,1949.4624
FD,17.85,Low Fat,0.011233126,snacks_breakfast_type,211.556,19,Small,Tier 2,Supermarket Type1,5752.512
FD,9.3,Regular,0.033276066,Meat,153.8314,38,Medium,Tier 3,Supermarket Type3,3723.1536
FD,9.1,Low Fat,0.291438755,Baking Goods,126.8362,25,not_mentioned,Tier 3,Grocery Store,125.8362
FD,13.65,Regular,0.012741089,snacks_breakfast_type,57.6588,36,High,Tier 3,Supermarket Type1,343.5528
FD,16.75,Low Fat,0.029595637,snacks_breakfast_type,40.9822,38,Medium,Tier 3,Supermarket Type3,864.2084
NC,5.62,Low Fat,0.0,others,125.173,38,Medium,Tier 3,Supermarket Type3,3572.017
FD,9.695,Regular,0.128283243,Baking Goods,226.1404,26,Small,Tier 1,Supermarket Type1,3375.606
NC,18.35,Low Fat,0.089345074,others,191.9504,14,Medium,Tier 3,Supermarket Type2,5369.0112
FD,12.65,Regular,0.133144259,Frozen Foods,190.8846,38,Small,Tier 1,Grocery Store,191.0846
FD,12.35,Regular,0.121174241,Dairy,47.8692,25,not_mentioned,Tier 3,Grocery Store,49.2692
NC,18.35,Low Fat,0.030542489,others,193.1162,24,Medium,Tier 1,Supermarket Type1,2693.8268
FD,18.85,Regular,0.139087683,snacks_breakfast_type,251.7724,16,not_mentioned,Tier 2,Supermarket Type1,3020.0688
NC,7.5,Low Fat,0.036308404,others,175.4028,21,not_mentioned,Tier 2,Supermarket Type1,2833.6448
FD,20.5,Regular,0.0,Frozen Foods,83.2592,16,not_mentioned,Tier 2,Supermarket Type1,1155.8288
FD,6.985,Regular,0.137366883,Meat,184.9608,26,Small,Tier 1,Supermarket Type1,3858.9768
FD,15.25,Low Fat,0.026663778,snacks_breakfast_type,87.0198,21,not_mentioned,Tier 2,Supermarket Type1,2442.1544
FD,7.935,Low Fat,0.017141985,Dairy,50.035,36,High,Tier 3,Supermarket Type1,149.805
FD,18.7,Regular,0.071091591,Frozen Foods,228.601,16,not_mentioned,Tier 2,Supermarket Type1,4823.721
FD,11.35,Regular,0.078758649,snacks_breakfast_type,103.0016,38,Small,Tier 1,Grocery Store,202.4032
NC,20.25,Low Fat,0.059268885,others,246.446,16,not_mentioned,Tier 2,Supermarket Type1,3695.19
DR,11.8,Low Fat,0.115636723,Drinks,199.7084,14,Medium,Tier 3,Supermarket Type2,3571.3512
NC,18.0,Low Fat,0.015447454,others,159.2604,19,Small,Tier 2,Supermarket Type1,3961.51
FD,12.35,Low Fat,0.026735372,others,57.4246,21,not_mentioned,Tier 2,Supermarket Type1,810.9444
FD,13.15,Low Fat,0.036729122,Frozen Foods,179.7976,24,Medium,Tier 1,Supermarket Type1,2535.3664
FD,7.63,Regular,0.135258515,snacks_breakfast_type,47.2402,14,Medium,Tier 3,Supermarket Type2,918.804
FD,17.35,Low Fat,0.014721579,Frozen Foods,73.1038,21,not_mentioned,Tier 2,Supermarket Type1,886.8456
FD,17.7,Low Fat,0.116723677,snacks_breakfast_type,182.4266,24,Medium,Tier 1,Supermarket Type1,5163.9448
FD,16.5,Regular,0.068263916,others,104.799,21,not_mentioned,Tier 2,Supermarket Type1,1238.388
FD,14.0,Regular,0.135118202,Frozen Foods,52.564,38,Medium,Tier 3,Supermarket Type3,2290.352
FD,20.0,Regular,0.182236555,others,107.1622,38,Small,Tier 1,Grocery Store,211.7244
FD,15.1,Low Fat,0.0552059,Fruits and Vegetables,219.4166,26,Small,Tier 1,Supermarket Type1,6096.0648
FD,15.85,Regular,0.007146415,snacks_breakfast_type,41.048,26,Small,Tier 1,Supermarket Type1,798.96
FD,16.0,Low Fat,0.041112694,snacks_breakfast_type,139.9496,14,Medium,Tier 3,Supermarket Type2,3105.2912
FD,9.5,Regular,0.058835928,Fruits and Vegetables,170.2448,25,not_mentioned,Tier 3,Grocery Store,170.4448
FD,13.65,Regular,0.01268995,snacks_breakfast_type,56.4588,38,Medium,Tier 3,Supermarket Type3,973.3996
DR,7.535,Low Fat,0.081787519,Drinks,120.844,26,Small,Tier 1,Supermarket Type1,2157.192
FD,5.635,Low Fat,0.103481775,Baking Goods,150.005,21,not_mentioned,Tier 2,Supermarket Type1,1797.66
DR,16.6,Low Fat,0.135707553,Drinks,170.6422,19,Small,Tier 2,Supermarket Type1,1379.5376
FD,8.235,Low Fat,0.08235926,Baking Goods,147.6076,36,High,Tier 3,Supermarket Type1,3103.9596
FD,20.6,Regular,0.048131556,Fruits and Vegetables,187.1556,14,Medium,Tier 3,Supermarket Type2,4693.89
FD,7.72,Low Fat,0.05193741,Fruits and Vegetables,77.9986,36,High,Tier 3,Supermarket Type1,934.7832
NC,10.3,Low Fat,0.116366304,others,158.363,38,Medium,Tier 3,Supermarket Type3,4068.038
FD,17.75,Regular,0.066336811,Baking Goods,154.1656,38,Small,Tier 1,Grocery Store,617.8624
FD,18.25,Low Fat,0.060589424,Starchy Foods,162.5526,16,not_mentioned,Tier 2,Supermarket Type1,986.7156
NC,7.935,Low Fat,0.0,others,263.691,26,Small,Tier 1,Supermarket Type1,788.973
DR,19.6,Low Fat,0.024276035,Dairy,45.3718,21,not_mentioned,Tier 2,Supermarket Type1,614.5334
FD,15.85,Low Fat,0.0,others,96.4094,19,Small,Tier 2,Supermarket Type1,1237.7222
FD,17.25,Regular,0.160095901,Fruits and Vegetables,61.5194,16,not_mentioned,Tier 2,Supermarket Type1,1052.6298
DR,11.8,Low Fat,0.054238448,Drinks,75.4012,24,Medium,Tier 1,Supermarket Type1,986.7156
FD,14.5,Regular,0.09735225,snacks_breakfast_type,160.7262,24,Medium,Tier 1,Supermarket Type1,1750.3882
FD,12.85,Low Fat,0.137227848,snacks_breakfast_type,155.563,26,Small,Tier 1,Supermarket Type1,4224.501
FD,8.38,Regular,0.046982429,Baking Goods,108.157,21,not_mentioned,Tier 2,Supermarket Type1,549.285
NC,18.6,Low Fat,0.012651172,others,123.1414,19,Small,Tier 2,Supermarket Type1,2314.9866
FD,11.8,Regular,0.077154417,snacks_breakfast_type,35.7558,16,not_mentioned,Tier 2,Supermarket Type1,577.2486
NC,14.85,Low Fat,0.061226969,others,253.0698,14,Medium,Tier 3,Supermarket Type2,2283.0282
NC,15.2,Low Fat,0.0,others,110.4912,16,not_mentioned,Tier 2,Supermarket Type1,1637.868
DR,16.6,Low Fat,0.136500981,Drinks,173.3422,16,not_mentioned,Tier 2,Supermarket Type1,4138.6128
NC,20.6,Low Fat,0.071282168,others,74.4696,14,Medium,Tier 3,Supermarket Type2,223.7088
FD,5.15,Regular,0.06112617,Meat,122.5388,36,High,Tier 3,Supermarket Type1,371.5164
NC,8.88,Low Fat,0.165073642,others,207.727,25,not_mentioned,Tier 3,Grocery Store,209.727
FD,17.7,Regular,0.042468413,Frozen Foods,162.421,19,Small,Tier 2,Supermarket Type1,1468.089
FD,14.15,Regular,0.024442501,Fruits and Vegetables,196.411,24,Medium,Tier 1,Supermarket Type1,2749.754
FD,12.85,Low Fat,0.058092551,snacks_breakfast_type,172.0422,38,Small,Tier 1,Grocery Store,517.3266
FD,7.79,Low Fat,0.244338986,Dairy,105.9306,38,Small,Tier 1,Grocery Store,209.0612
FD,7.68,Low Fat,0.0711891,Fruits and Vegetables,193.3162,14,Medium,Tier 3,Supermarket Type2,5772.486
FD,17.1,Low Fat,0.032628111,Frozen Foods,148.7392,26,Small,Tier 1,Supermarket Type1,1640.5312
FD,15.5,Regular,0.026280116,Fruits and Vegetables,102.3332,36,High,Tier 3,Supermarket Type1,922.7988
FD,11.8,Regular,0.170977155,others,117.0834,14,Medium,Tier 3,Supermarket Type2,1842.9344
FD,15.1,Low Fat,0.094697274,Baking Goods,158.4604,38,Medium,Tier 3,Supermarket Type3,4278.4308
FD,20.2,Regular,0.097059596,Meat,178.6028,16,not_mentioned,Tier 2,Supermarket Type1,2302.3364
FD,10.3,Low Fat,0.146999264,Meat,103.7648,16,not_mentioned,Tier 2,Supermarket Type1,2804.3496
FD,7.17,Regular,0.059716729,Fruits and Vegetables,130.9968,19,Small,Tier 2,Supermarket Type1,2348.9424
FD,15.6,Regular,0.105725004,snacks_breakfast_type,169.9764,14,Medium,Tier 3,Supermarket Type2,2748.4224
FD,19.7,Regular,0.018098194,Meat,104.599,14,Medium,Tier 3,Supermarket Type2,309.597
FD,11.6,Regular,0.144241314,Dairy,239.4222,24,Medium,Tier 1,Supermarket Type1,3346.3108
FD,18.7,Low Fat,0.0576269,Dairy,83.3566,24,Medium,Tier 1,Supermarket Type1,1860.2452
FD,5.91,Low Fat,0.079931185,others,219.7456,38,Small,Tier 1,Grocery Store,884.1824
NC,15.1,Low Fat,0.056067524,others,139.8496,14,Medium,Tier 3,Supermarket Type2,1270.3464
DR,10.6,Low Fat,0.095064731,Dairy,232.4642,25,not_mentioned,Tier 3,Grocery Store,697.0926
FD,5.785,Regular,0.038749536,Fruits and Vegetables,262.0252,19,Small,Tier 2,Supermarket Type1,4459.5284
FD,7.51,Low Fat,0.017425784,Fruits and Vegetables,227.901,19,Small,Tier 2,Supermarket Type1,459.402
FD,13.35,Regular,0.149338159,snacks_breakfast_type,178.666,19,Small,Tier 2,Supermarket Type1,1797.66
NC,6.36,Low Fat,0.005978595,others,163.6526,26,Small,Tier 1,Supermarket Type1,1151.1682
FD,11.5,Regular,0.073541072,Frozen Foods,192.282,38,Small,Tier 1,Grocery Store,386.164
FD,13.1,Regular,0.044155597,Fruits and Vegetables,178.8318,36,High,Tier 3,Supermarket Type1,3969.4996
FD,12.85,Low Fat,0.055603753,Fruits and Vegetables,195.6768,25,not_mentioned,Tier 3,Grocery Store,394.1536
NC,6.235,Low Fat,0.119157788,others,263.791,14,Medium,Tier 3,Supermarket Type2,2103.928
FD,15.7,Regular,0.030476541,snacks_breakfast_type,252.2724,38,Medium,Tier 3,Supermarket Type3,5033.448
FD,17.75,Regular,0.157075658,Dairy,240.5538,24,Medium,Tier 1,Supermarket Type1,3845.6608
DR,16.2,Low Fat,0.01940856,Drinks,156.7972,24,Medium,Tier 1,Supermarket Type1,3739.1328
FD,5.785,Regular,0.038724612,Fruits and Vegetables,263.9252,36,High,Tier 3,Supermarket Type1,6033.4796
FD,16.5,Regular,0.079698503,Fruits and Vegetables,100.6332,19,Small,Tier 2,Supermarket Type1,1537.998
FD,10.5,Low Fat,0.052300844,Frozen Foods,88.283,38,Medium,Tier 3,Supermarket Type3,2157.192
FD,7.42,Regular,0.021661527,others,187.7582,14,Medium,Tier 3,Supermarket Type2,2600.6148
FD,12.0,Regular,0.0,Meat,98.2042,38,Small,Tier 1,Grocery Store,198.4084
NC,8.6,Low Fat,0.090374342,others,114.3176,21,not_mentioned,Tier 2,Supermarket Type1,1946.7992
FD,7.09,Low Fat,0.007256127,Baking Goods,50.4034,16,not_mentioned,Tier 2,Supermarket Type1,340.2238
DR,8.26,Low Fat,0.034237682,Drinks,113.2834,38,Medium,Tier 3,Supermarket Type3,2303.668
NC,9.1,Low Fat,0.0,others,115.4518,16,not_mentioned,Tier 2,Supermarket Type1,2390.8878
FD,12.6,Low Fat,0.02429329,Dairy,33.4874,14,Medium,Tier 3,Supermarket Type2,105.8622
FD,7.575,Low Fat,0.055476238,Dairy,196.8768,24,Medium,Tier 1,Supermarket Type1,1182.4608
FD,20.35,Regular,0.030975716,Dairy,253.9672,24,Medium,Tier 1,Supermarket Type1,3068.0064
FD,13.1,Low Fat,0.075563757,Dairy,168.1158,19,Small,Tier 2,Supermarket Type1,2005.3896
FD,10.1,Low Fat,0.032075379,others,50.9008,36,High,Tier 3,Supermarket Type1,354.2056
FD,9.8,Low Fat,0.047178116,Baking Goods,99.4016,19,Small,Tier 2,Supermarket Type1,2428.8384
NC,10.1,Low Fat,0.056077574,others,117.8492,26,Small,Tier 1,Supermarket Type1,1621.8888
FD,10.0,Low Fat,0.045848263,Frozen Foods,138.518,19,Small,Tier 2,Supermarket Type1,2237.088
FD,20.0,Regular,0.10399676,others,107.4622,36,High,Tier 3,Supermarket Type1,1587.933
FD,7.51,Low Fat,0.030516069,Fruits and Vegetables,227.801,38,Small,Tier 1,Grocery Store,459.402
NC,10.0,Low Fat,0.128478462,others,117.944,38,Small,Tier 1,Grocery Store,239.688
FD,6.035,Low Fat,0.141542481,snacks_breakfast_type,153.1998,21,not_mentioned,Tier 2,Supermarket Type1,1537.998
NC,18.0,Low Fat,0.047473135,others,170.5422,21,not_mentioned,Tier 2,Supermarket Type1,3103.9596
FD,17.5,Low Fat,0.02687089,Frozen Foods,264.491,26,Small,Tier 1,Supermarket Type1,3681.874
FD,15.5,Regular,0.025409912,Baking Goods,83.2934,24,Medium,Tier 1,Supermarket Type1,1883.5482
FD,19.75,Low Fat,0.041533438,Fruits and Vegetables,119.8466,14,Medium,Tier 3,Supermarket Type2,2239.0854
FD,15.6,Regular,0.0,snacks_breakfast_type,170.6132,36,High,Tier 3,Supermarket Type1,6595.4148
NC,18.85,Low Fat,0.016104504,others,130.2626,19,Small,Tier 2,Supermarket Type1,2360.9268
NC,9.39,Low Fat,0.03976832,others,83.9908,38,Medium,Tier 3,Supermarket Type3,2348.9424
FD,7.42,Regular,0.0,others,184.3582,38,Small,Tier 1,Grocery Store,185.7582
FD,8.71,Low Fat,0.120663214,others,95.6778,38,Medium,Tier 3,Supermarket Type3,2910.2118
DR,9.6,Low Fat,0.161182103,Drinks,165.3158,25,not_mentioned,Tier 3,Grocery Store,334.2316
FD,9.3,Regular,0.02346559,snacks_breakfast_type,197.6084,25,not_mentioned,Tier 3,Grocery Store,595.2252
NC,6.96,Low Fat,0.028410335,others,158.0604,38,Medium,Tier 3,Supermarket Type3,4595.3516
FD,8.615,Low Fat,0.116484721,Fruits and Vegetables,94.1436,21,not_mentioned,Tier 2,Supermarket Type1,1134.5232
FD,18.6,Low Fat,0.015858893,snacks_breakfast_type,152.9366,16,not_mentioned,Tier 2,Supermarket Type1,453.4098
FD,19.35,Regular,0.0,Meat,169.0816,36,High,Tier 3,Supermarket Type1,3523.4136
DR,6.13,Low Fat,0.076735903,Dairy,62.4536,26,Small,Tier 1,Supermarket Type1,1225.072
FD,14.85,Regular,0.009979271,snacks_breakfast_type,155.763,14,Medium,Tier 3,Supermarket Type2,3129.26
NC,18.5,Low Fat,0.03391645,others,130.9284,36,High,Tier 3,Supermarket Type1,1713.7692
DR,8.26,Low Fat,0.057585723,Drinks,113.7834,25,not_mentioned,Tier 3,Grocery Store,115.1834
FD,17.5,Low Fat,0.0,Frozen Foods,258.3304,36,High,Tier 3,Supermarket Type1,3358.2952
FD,16.75,Regular,0.00819018,others,103.7674,19,Small,Tier 2,Supermarket Type1,2852.2872
FD,15.1,Regular,0.105881129,Fruits and Vegetables,42.0796,21,not_mentioned,Tier 2,Supermarket Type1,454.0756
DR,17.6,Low Fat,0.097198194,Dairy,89.8856,19,Small,Tier 2,Supermarket Type1,351.5424
FD,11.15,Regular,0.008296692,Dairy,150.6708,21,not_mentioned,Tier 2,Supermarket Type1,2106.5912
FD,20.85,Regular,0.056465714,snacks_breakfast_type,103.6648,26,Small,Tier 1,Supermarket Type1,2285.0256
FD,17.35,Regular,0.027653795,others,88.0856,24,Medium,Tier 1,Supermarket Type1,1318.284
FD,14.8,Low Fat,0.081372267,Meat,191.4846,14,Medium,Tier 3,Supermarket Type2,3057.3536
NC,11.8,Low Fat,0.058725131,others,82.3618,19,Small,Tier 2,Supermarket Type1,1208.427
FD,6.425,Low Fat,0.010454459,others,115.6808,24,Medium,Tier 1,Supermarket Type1,1406.1696
FD,7.895,Regular,0.094488485,snacks_breakfast_type,100.7332,36,High,Tier 3,Supermarket Type1,1230.3984
FD,8.615,Low Fat,0.116722514,Fruits and Vegetables,95.4436,14,Medium,Tier 3,Supermarket Type2,567.2616
FD,6.99,Regular,0.136701678,Meat,182.1608,38,Medium,Tier 3,Supermarket Type3,5880.3456
FD,18.7,Low Fat,0.089272253,snacks_breakfast_type,254.7672,26,Small,Tier 1,Supermarket Type1,5113.344
FD,18.25,Low Fat,0.077709902,snacks_breakfast_type,259.6962,19,Small,Tier 2,Supermarket Type1,5438.9202
DR,8.27,Regular,0.0,Drinks,183.2924,16,not_mentioned,Tier 2,Supermarket Type1,2406.2012
FD,13.5,Regular,0.017844609,snacks_breakfast_type,81.396,36,High,Tier 3,Supermarket Type1,1198.44
FD,20.6,Regular,0.080235512,Fruits and Vegetables,188.9556,25,not_mentioned,Tier 3,Grocery Store,563.2668
FD,14.0,Regular,0.037734782,Frozen Foods,166.4526,16,not_mentioned,Tier 2,Supermarket Type1,4769.1254
NC,7.39,Low Fat,0.120770963,others,143.447,14,Medium,Tier 3,Supermarket Type2,2290.352
FD,15.6,Low Fat,0.08126841,Baking Goods,110.2544,21,not_mentioned,Tier 2,Supermarket Type1,1789.6704
FD,9.8,Regular,0.045266806,Baking Goods,36.9874,26,Small,Tier 1,Supermarket Type1,705.748
DR,17.6,Low Fat,0.097135675,Dairy,89.3856,36,High,Tier 3,Supermarket Type1,1318.284
FD,13.35,Low Fat,0.038604817,snacks_breakfast_type,236.3564,21,not_mentioned,Tier 2,Supermarket Type1,2145.2076
FD,18.25,Low Fat,0.012300013,Fruits and Vegetables,160.4894,21,not_mentioned,Tier 2,Supermarket Type1,3073.9986
FD,20.7,Regular,0.079419755,Baking Goods,99.8042,24,Medium,Tier 1,Supermarket Type1,1488.063
FD,11.8,Regular,0.106538757,Dairy,222.3772,38,Medium,Tier 3,Supermarket Type3,1556.6404
FD,16.35,Low Fat,0.020631654,Fruits and Vegetables,50.1324,14,Medium,Tier 3,Supermarket Type2,467.3916
NC,8.6,Low Fat,0.032615377,others,142.9154,19,Small,Tier 2,Supermarket Type1,992.7078
FD,10.8,Low Fat,0.049677651,Fruits and Vegetables,245.9144,36,High,Tier 3,Supermarket Type1,4655.2736
FD,9.8,Regular,0.07252476,snacks_breakfast_type,120.3098,38,Medium,Tier 3,Supermarket Type3,1687.1372
FD,20.7,Regular,0.0,Baking Goods,98.7042,16,not_mentioned,Tier 2,Supermarket Type1,1884.8798
FD,20.75,Low Fat,0.109153001,snacks_breakfast_type,161.3578,14,Medium,Tier 3,Supermarket Type2,4492.8184
FD,19.35,Regular,0.086905536,Fruits and Vegetables,78.8644,38,Small,Tier 1,Grocery Store,314.2576
NC,17.25,Low Fat,0.19875618,others,250.7724,38,Small,Tier 1,Grocery Store,251.6724
NC,7.5,Low Fat,0.096333029,others,57.8588,36,High,Tier 3,Supermarket Type1,1145.176
FD,20.35,Regular,0.014822802,Fruits and Vegetables,234.0958,19,Small,Tier 2,Supermarket Type1,2570.6538
FD,20.35,Regular,0.0,Meat,81.6276,26,Small,Tier 1,Supermarket Type1,1787.0072
FD,12.5,Low Fat,0.071354774,Starchy Foods,125.702,24,Medium,Tier 1,Supermarket Type1,2530.04
FD,16.25,Low Fat,0.078168739,others,91.3804,26,Small,Tier 1,Supermarket Type1,1653.8472
FD,19.7,Low Fat,0.066935459,snacks_breakfast_type,177.537,26,Small,Tier 1,Supermarket Type1,3175.866
FD,7.975,Low Fat,0.014653896,Baking Goods,82.425,24,Medium,Tier 1,Supermarket Type1,749.025
FD,20.35,Low Fat,0.060649213,Baking Goods,232.7616,36,High,Tier 3,Supermarket Type1,2812.3392
NC,11.395,Low Fat,0.009893817,others,50.3034,24,Medium,Tier 1,Supermarket Type1,972.068
FD,8.5,Low Fat,0.098083231,others,50.3324,21,not_mentioned,Tier 2,Supermarket Type1,675.1212
FD,7.07,Low Fat,0.093217569,snacks_breakfast_type,116.7834,38,Medium,Tier 3,Supermarket Type3,4952.8862
FD,9.6,Low Fat,0.0,snacks_breakfast_type,244.817,19,Small,Tier 2,Supermarket Type1,4374.306
FD,9.6,Regular,0.014270394,snacks_breakfast_type,187.3872,14,Medium,Tier 3,Supermarket Type2,2647.2208
NC,7.285,Low Fat,0.031125709,others,174.3054,36,High,Tier 3,Supermarket Type1,4377.635
FD,5.63,Regular,0.024520854,Meat,102.8306,36,High,Tier 3,Supermarket Type1,1986.0814
FD,12.65,Low Fat,0.03523927,Baking Goods,231.601,38,Medium,Tier 3,Supermarket Type3,5972.226
FD,8.18,Regular,0.082529704,Frozen Foods,56.9588,24,Medium,Tier 1,Supermarket Type1,744.3644
FD,11.3,Low Fat,0.007321067,Meat,197.7426,16,not_mentioned,Tier 2,Supermarket Type1,2570.6538
NC,7.39,Low Fat,0.093307713,others,250.9066,16,not_mentioned,Tier 2,Supermarket Type1,1506.0396
NC,19.1,Low Fat,0.296713665,others,171.8422,25,not_mentioned,Tier 3,Grocery Store,1034.6532
NC,12.6,Low Fat,0.082353076,others,176.9054,38,Medium,Tier 3,Supermarket Type3,4202.5296
FD,12.35,Low Fat,0.100322104,Fruits and Vegetables,113.7518,16,not_mentioned,Tier 2,Supermarket Type1,2049.3324
NC,11.3,Low Fat,0.116750407,others,195.2478,38,Small,Tier 1,Grocery Store,193.7478
FD,16.0,Regular,0.106918052,Baking Goods,183.5634,24,Medium,Tier 1,Supermarket Type1,4725.8484
FD,14.3,Low Fat,0.130415118,Baking Goods,75.9328,26,Small,Tier 1,Supermarket Type1,1158.492
FD,21.25,Low Fat,0.009950343,Meat,185.5608,38,Medium,Tier 3,Supermarket Type3,3307.6944
FD,20.7,Low Fat,0.04874969,Fruits and Vegetables,37.5506,19,Small,Tier 2,Supermarket Type1,113.8518
NC,7.105,Low Fat,0.044991294,others,59.2562,14,Medium,Tier 3,Supermarket Type2,651.8182
FD,20.7,Low Fat,0.021431134,Baking Goods,157.0288,26,Small,Tier 1,Supermarket Type1,2199.8032
NC,11.15,Low Fat,0.032306341,others,166.3526,24,Medium,Tier 1,Supermarket Type1,986.7156
FD,10.5,Low Fat,0.071660976,Frozen Foods,119.7098,16,not_mentioned,Tier 2,Supermarket Type1,2410.196
NC,19.2,Low Fat,0.18293775,others,243.0196,24,Medium,Tier 1,Supermarket Type1,3615.294
NC,11.0,Low Fat,0.055162827,others,100.3358,14,Medium,Tier 3,Supermarket Type2,904.8222
FD,14.15,Low Fat,0.034868095,snacks_breakfast_type,243.7828,19,Small,Tier 2,Supermarket Type1,6579.4356
NC,18.2,Low Fat,0.058799705,others,220.7456,16,not_mentioned,Tier 2,Supermarket Type1,4420.912
FD,15.15,Regular,0.066551268,Frozen Foods,144.676,16,not_mentioned,Tier 2,Supermarket Type1,3954.852
FD,7.365,Low Fat,0.160216552,snacks_breakfast_type,93.512,24,Medium,Tier 1,Supermarket Type1,1677.816
FD,14.15,Low Fat,0.035263498,others,254.8014,19,Small,Tier 2,Supermarket Type1,2040.0112
FD,15.2,Low Fat,0.091318935,snacks_breakfast_type,230.7352,38,Medium,Tier 3,Supermarket Type3,8474.3024
NC,8.235,Low Fat,0.014518575,others,182.195,14,Medium,Tier 3,Supermarket Type2,2380.235
FD,13.65,Regular,0.078946455,Dairy,186.024,21,not_mentioned,Tier 2,Supermarket Type1,1118.544
FD,15.6,Regular,0.080127283,snacks_breakfast_type,168.7132,38,Small,Tier 1,Grocery Store,338.2264
FD,20.1,Regular,0.095587976,Fruits and Vegetables,193.982,38,Small,Tier 1,Grocery Store,579.246
FD,16.85,Regular,0.0,snacks_breakfast_type,110.0544,24,Medium,Tier 1,Supermarket Type1,2572.6512
FD,12.65,Low Fat,0.0,Meat,107.8938,26,Small,Tier 1,Supermarket Type1,750.3566
FD,20.5,Regular,0.112584813,Fruits and Vegetables,192.0478,24,Medium,Tier 1,Supermarket Type1,1549.9824
FD,13.8,Regular,0.014793124,others,88.5172,14,Medium,Tier 3,Supermarket Type2,2408.8644
FD,6.135,Regular,0.079776075,Baking Goods,152.8366,16,not_mentioned,Tier 2,Supermarket Type1,1964.7758
FD,16.0,Regular,0.115570552,Fruits and Vegetables,57.5246,19,Small,Tier 2,Supermarket Type1,173.7738
FD,12.35,Low Fat,0.0,snacks_breakfast_type,118.9124,36,High,Tier 3,Supermarket Type1,3199.8348
FD,17.6,Regular,0.016092971,snacks_breakfast_type,45.8402,14,Medium,Tier 3,Supermarket Type2,1102.5648
FD,19.35,Low Fat,0.118102769,snacks_breakfast_type,224.8088,26,Small,Tier 1,Supermarket Type1,2013.3792
FD,11.395,Regular,0.069574013,Meat,232.8616,19,Small,Tier 2,Supermarket Type1,2812.3392
FD,7.445,Low Fat,0.037845086,Baking Goods,75.5354,16,not_mentioned,Tier 2,Supermarket Type1,1956.1204
FD,17.0,Regular,0.026440214,others,143.647,38,Medium,Tier 3,Supermarket Type3,2862.94
FD,15.25,Low Fat,0.044539371,snacks_breakfast_type,85.3198,25,not_mentioned,Tier 3,Grocery Store,261.6594
NC,9.1,Low Fat,0.080277707,others,47.2718,19,Small,Tier 2,Supermarket Type1,850.8924
FD,14.7,Low Fat,0.121012632,Fruits and Vegetables,49.4034,25,not_mentioned,Tier 3,Grocery Store,194.4136
NC,8.895,Low Fat,0.0,others,111.9544,19,Small,Tier 2,Supermarket Type1,1565.9616
FD,9.695,Low Fat,0.0,Fruits and Vegetables,186.7898,25,not_mentioned,Tier 3,Grocery Store,561.2694
FD,20.25,Regular,0.022976493,Baking Goods,240.3538,24,Medium,Tier 1,Supermarket Type1,4086.0146
FD,17.5,Low Fat,0.026289984,snacks_breakfast_type,253.7356,16,not_mentioned,Tier 2,Supermarket Type1,3815.034
FD,21.0,Low Fat,0.049295686,snacks_breakfast_type,194.4478,19,Small,Tier 2,Supermarket Type1,968.739
FD,19.35,Regular,0.049736267,Fruits and Vegetables,76.8644,21,not_mentioned,Tier 2,Supermarket Type1,1571.288
NC,18.2,Low Fat,0.16334971,others,45.1086,24,Medium,Tier 1,Supermarket Type1,669.129
FD,18.5,Regular,0.062256921,Frozen Foods,148.0418,26,Small,Tier 1,Supermarket Type1,2059.9852
FD,9.195,Low Fat,0.115353642,Frozen Foods,58.9246,14,Medium,Tier 3,Supermarket Type2,926.7936
FD,12.3,Low Fat,0.036590807,Frozen Foods,193.3162,25,not_mentioned,Tier 3,Grocery Store,192.4162
FD,16.2,Regular,0.016639482,Frozen Foods,95.8726,36,High,Tier 3,Supermarket Type1,1076.5986
NC,6.26,Low Fat,0.052593952,others,111.0228,25,not_mentioned,Tier 3,Grocery Store,221.0456
NC,14.65,Low Fat,0.083528446,others,162.4552,21,not_mentioned,Tier 2,Supermarket Type1,2274.3728
FD,7.285,Low Fat,0.050065211,Dairy,157.4288,21,not_mentioned,Tier 2,Supermarket Type1,2042.6744
FD,17.5,Low Fat,0.023876708,Frozen Foods,258.6304,38,Small,Tier 1,Grocery Store,516.6608
FD,16.5,Regular,0.066249551,snacks_breakfast_type,183.3292,26,Small,Tier 1,Supermarket Type1,2006.7212
NC,20.2,Low Fat,0.111777297,others,124.6046,38,Medium,Tier 3,Supermarket Type3,2863.6058
FD,20.35,Regular,0.0,Dairy,256.7672,14,Medium,Tier 3,Supermarket Type2,5624.6784
FD,7.71,Regular,0.047588696,Dairy,122.4756,26,Small,Tier 1,Supermarket Type1,605.878
