Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Age,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FD,20.5,Low Fat,0.141792841,Starchy Foods,89.7172,26,Small,Tier 1,Supermarket Type1,1159.8236
FD,16.7,Regular,0.05436436,Starchy Foods,63.8168,38,Medium,Tier 3,Supermarket Type3,958.752
FD,13.65,Regular,0.031573246,others,99.47,14,Medium,Tier 3,Supermarket Type2,299.61
NC,15.7,Low Fat,0.055943697,others,150.6024,36,High,Tier 3,Supermarket Type1,2428.8384
FD,18.7,Regular,0.0,Frozen Foods,229.201,19,Small,Tier 2,Supermarket Type1,3215.814
DR,19.35,Regular,0.066831682,Drinks,163.8868,25,not_mentioned,Tier 3,Grocery Store,327.5736
FD,16.0,Regular,0.065165046,Dairy,79.3986,24,Medium,Tier 1,Supermarket Type1,856.8846
NC,6.965,Low Fat,0.0,others,159.4604,36,High,Tier 3,Supermarket Type1,3169.208
FD,11.395,Regular,0.069728296,Meat,233.9616,21,not_mentioned,Tier 2,Supermarket Type1,1406.1696
NC,7.5,Low Fat,0.09660879,others,56.9588,21,not_mentioned,Tier 2,Supermarket Type1,744.3644
DR,6.115,Regular,0.007038478,Drinks,189.253,36,High,Tier 3,Supermarket Type1,3605.307
FD,8.95,Regular,0.153456703,Dairy,264.091,38,Small,Tier 1,Grocery Store,262.991
FD,14.8,Regular,0.043982464,snacks_breakfast_type,110.657,21,not_mentioned,Tier 2,Supermarket Type1,2966.139
FD,8.71,Low Fat,0.139202085,others,46.1376,19,Small,Tier 2,Supermarket Type1,383.5008
FD,15.5,Regular,0.086184647,Frozen Foods,50.9692,14,Medium,Tier 3,Supermarket Type2,394.1536
FD,19.35,Regular,0.082250863,Baking Goods,48.7034,19,Small,Tier 2,Supermarket Type1,534.6374
DR,7.97,Low Fat,0.034286109,Drinks,173.1422,38,Medium,Tier 3,Supermarket Type3,5000.8238
FD,19.2,Low Fat,0.100482186,Frozen Foods,111.8886,14,Medium,Tier 3,Supermarket Type2,1667.829
FD,16.25,Regular,0.049051717,Fruits and Vegetables,152.4682,24,Medium,Tier 1,Supermarket Type1,2439.4912
FD,19.85,Low Fat,0.005230786,Dairy,265.1884,36,High,Tier 3,Supermarket Type1,5034.7796
FD,13.65,Regular,0.08062523,Frozen Foods,259.6936,19,Small,Tier 2,Supermarket Type1,2087.9488
DR,7.535,Low Fat,0.081787519,Drinks,120.844,26,Small,Tier 1,Supermarket Type1,2157.192
FD,13.1,Low Fat,0.010615026,Frozen Foods,185.1898,38,Small,Tier 1,Grocery Store,374.1796
FD,13.3,Low Fat,0.009534758,snacks_breakfast_type,64.551,38,Medium,Tier 3,Supermarket Type3,1201.769
FD,5.59,Regular,0.056602818,snacks_breakfast_type,63.2168,26,Small,Tier 1,Supermarket Type1,1725.7536
FD,11.0,Regular,0.057047756,Fruits and Vegetables,240.4512,19,Small,Tier 2,Supermarket Type1,7028.1848
FD,19.85,Low Fat,0.05410964,others,195.0768,24,Medium,Tier 1,Supermarket Type1,1970.768
FD,17.6,Low Fat,0.058209079,Meat,153.6314,21,not_mentioned,Tier 2,Supermarket Type1,5274.4676
FD,6.215,Regular,0.083056555,Baking Goods,224.4062,25,not_mentioned,Tier 3,Grocery Store,225.7062
FD,15.1,Regular,0.020015391,Frozen Foods,128.831,14,Medium,Tier 3,Supermarket Type2,1817.634
FD,13.35,Low Fat,0.102426197,Dairy,230.6352,36,High,Tier 3,Supermarket Type1,5725.88
FD,9.5,Regular,0.048761223,Starchy Foods,186.5898,24,Medium,Tier 1,Supermarket Type1,5238.5144
FD,11.8,Regular,0.0,Frozen Foods,179.2344,19,Small,Tier 2,Supermarket Type1,2141.2128
FD,17.6,Low Fat,0.056281276,Frozen Foods,40.3454,19,Small,Tier 2,Supermarket Type1,796.9626
FD,19.85,Low Fat,0.008762556,Dairy,266.6884,25,not_mentioned,Tier 3,Grocery Store,264.9884
FD,13.35,Low Fat,0.139669224,Frozen Foods,147.6392,24,Medium,Tier 1,Supermarket Type1,1938.8096
DR,18.85,Low Fat,0.137972993,Drinks,158.4578,16,not_mentioned,Tier 2,Supermarket Type1,1444.1202
FD,17.5,Low Fat,0.0,snacks_breakfast_type,102.999,26,Small,Tier 1,Supermarket Type1,2992.771
FD,20.2,Regular,0.121940099,snacks_breakfast_type,95.3752,16,not_mentioned,Tier 2,Supermarket Type1,1150.5024
NC,5.88,Low Fat,0.024926013,others,149.9392,24,Medium,Tier 1,Supermarket Type1,1491.392
FD,17.6,Regular,0.039031927,snacks_breakfast_type,95.641,38,Medium,Tier 3,Supermarket Type3,1737.738
FD,15.85,Low Fat,0.13727,others,94.4094,16,not_mentioned,Tier 2,Supermarket Type1,1904.188
FD,5.985,Low Fat,0.095989602,Frozen Foods,127.3678,21,not_mentioned,Tier 2,Supermarket Type1,508.6712
FD,18.85,Low Fat,0.142443405,others,170.4132,16,not_mentioned,Tier 2,Supermarket Type1,4396.9432
DR,18.85,Low Fat,0.137410256,Drinks,161.7578,24,Medium,Tier 1,Supermarket Type1,1604.578
FD,7.51,Low Fat,0.104400238,snacks_breakfast_type,113.5544,16,not_mentioned,Tier 2,Supermarket Type1,894.8352
NC,16.2,Low Fat,0.0,others,190.8162,19,Small,Tier 2,Supermarket Type1,3271.0754
NC,17.6,Low Fat,0.015750947,others,182.5976,14,Medium,Tier 3,Supermarket Type2,1629.8784
NC,8.97,Low Fat,0.092937216,others,54.6956,36,High,Tier 3,Supermarket Type1,764.3384
FD,7.22,Regular,0.03828933,Baking Goods,64.751,36,High,Tier 3,Supermarket Type1,126.502
FD,15.0,Low Fat,0.208162156,snacks_breakfast_type,228.1694,38,Small,Tier 1,Grocery Store,228.3694
FD,8.71,Low Fat,0.121936216,others,94.4778,16,not_mentioned,Tier 2,Supermarket Type1,2628.5784
FD,17.7,Regular,0.135646297,Starchy Foods,186.0924,14,Medium,Tier 3,Supermarket Type2,3516.7556
FD,15.85,Low Fat,0.069240685,snacks_breakfast_type,217.5166,21,not_mentioned,Tier 2,Supermarket Type1,653.1498
FD,6.055,Low Fat,0.03127929,Fruits and Vegetables,160.3578,16,not_mentioned,Tier 2,Supermarket Type1,2406.867
FD,19.35,Regular,0.08186804,Baking Goods,46.8034,38,Medium,Tier 3,Supermarket Type3,1069.2748
FD,19.25,Regular,0.034753686,others,141.5496,24,Medium,Tier 1,Supermarket Type1,1976.0944
FD,16.5,Low Fat,0.028476451,snacks_breakfast_type,91.0146,21,not_mentioned,Tier 2,Supermarket Type1,1368.219
FD,13.5,Regular,0.067872402,Dairy,57.8562,26,Small,Tier 1,Supermarket Type1,355.5372
FD,9.8,Regular,0.026420581,Meat,250.9408,38,Small,Tier 1,Grocery Store,1001.3632
FD,7.865,Low Fat,0.061183503,snacks_breakfast_type,164.5526,21,not_mentioned,Tier 2,Supermarket Type1,1644.526
NC,10.6,Low Fat,0.035247642,others,84.7224,24,Medium,Tier 1,Supermarket Type1,1619.2256
FD,16.2,Regular,0.128397995,Frozen Foods,178.337,19,Small,Tier 2,Supermarket Type1,1411.496
FD,14.5,Regular,0.058918844,Fruits and Vegetables,169.7448,24,Medium,Tier 1,Supermarket Type1,3238.4512
NC,7.235,Low Fat,0.076791671,others,116.4492,36,High,Tier 3,Supermarket Type1,2316.984
DR,16.75,Low Fat,0.021220113,Drinks,55.1298,19,Small,Tier 2,Supermarket Type1,1240.3854
FD,5.42,Regular,0.2004264,Baking Goods,88.8514,38,Small,Tier 1,Grocery Store,265.6542
DR,6.13,Low Fat,0.078589629,Drinks,113.286,38,Medium,Tier 3,Supermarket Type3,2716.464
FD,14.0,Regular,0.031261583,others,52.564,19,Small,Tier 2,Supermarket Type1,639.168
FD,19.85,Low Fat,0.005235143,Dairy,265.8884,26,Small,Tier 1,Supermarket Type1,2649.884
FD,10.895,Low Fat,0.027032204,Frozen Foods,106.328,16,not_mentioned,Tier 2,Supermarket Type1,852.224
FD,5.635,Low Fat,0.172856719,Baking Goods,148.205,25,not_mentioned,Tier 3,Grocery Store,449.415
FD,10.65,Regular,0.085617517,snacks_breakfast_type,229.3668,16,not_mentioned,Tier 2,Supermarket Type1,2303.668
FD,15.1,Low Fat,0.127334766,Baking Goods,88.283,25,not_mentioned,Tier 3,Grocery Store,89.883
NC,16.5,Low Fat,0.036641597,others,178.7318,26,Small,Tier 1,Supermarket Type1,1263.0226
FD,13.35,Regular,0.014656564,others,208.5638,21,not_mentioned,Tier 2,Supermarket Type1,2277.7018
FD,12.15,Low Fat,0.037864854,Meat,63.0826,36,High,Tier 3,Supermarket Type1,322.913
FD,13.65,Low Fat,0.036016619,snacks_breakfast_type,186.3924,24,Medium,Tier 1,Supermarket Type1,1295.6468
FD,20.75,Regular,0.12953868,others,240.288,24,Medium,Tier 1,Supermarket Type1,2396.88
FD,19.1,Low Fat,0.038531668,Fruits and Vegetables,210.6586,36,High,Tier 3,Supermarket Type1,5487.5236
DR,17.25,Low Fat,0.0,Dairy,171.5764,21,not_mentioned,Tier 2,Supermarket Type1,4637.9628
DR,8.85,Regular,0.112119359,Drinks,123.0388,38,Medium,Tier 3,Supermarket Type3,1981.4208
FD,11.8,Low Fat,0.0,Fruits and Vegetables,45.9402,38,Medium,Tier 3,Supermarket Type3,872.8638
FD,10.195,Low Fat,0.041907414,snacks_breakfast_type,43.8428,36,High,Tier 3,Supermarket Type1,175.7712
NC,16.6,Low Fat,0.027556247,others,176.6344,36,High,Tier 3,Supermarket Type1,1962.7784
FD,17.6,Regular,0.076058484,Meat,111.8202,36,High,Tier 3,Supermarket Type1,2025.3636
FD,8.185,Low Fat,0.038729057,Fruits and Vegetables,117.1808,26,Small,Tier 1,Supermarket Type1,1874.8928
FD,13.65,Regular,0.080804019,Frozen Foods,261.1936,21,not_mentioned,Tier 2,Supermarket Type1,2348.9424
DR,10.6,Low Fat,0.056884225,Dairy,231.9642,24,Medium,Tier 1,Supermarket Type1,3020.7346
FD,10.8,Low Fat,0.050000257,Fruits and Vegetables,243.9144,16,not_mentioned,Tier 2,Supermarket Type1,4655.2736
FD,15.2,Low Fat,0.021207519,others,219.4824,26,Small,Tier 1,Supermarket Type1,1747.0592
DR,8.895,Low Fat,0.0,Drinks,232.9616,21,not_mentioned,Tier 2,Supermarket Type1,2812.3392
DR,11.8,Low Fat,0.113307794,Drinks,187.0924,19,Small,Tier 2,Supermarket Type1,1850.924
FD,7.63,Regular,0.225476528,snacks_breakfast_type,45.1402,25,not_mentioned,Tier 3,Grocery Store,45.9402
FD,6.55,Regular,0.034800079,snacks_breakfast_type,157.5288,16,not_mentioned,Tier 2,Supermarket Type1,1571.288
FD,16.85,Low Fat,0.139301634,snacks_breakfast_type,144.976,36,High,Tier 3,Supermarket Type1,2783.044
FD,16.25,Low Fat,0.025612348,Fruits and Vegetables,168.2474,38,Medium,Tier 3,Supermarket Type3,3200.5006
NC,7.235,Low Fat,0.077290355,others,116.9492,16,not_mentioned,Tier 2,Supermarket Type1,2316.984
FD,19.25,Low Fat,0.1017546,Dairy,55.1956,19,Small,Tier 2,Supermarket Type1,491.3604
FD,13.85,Regular,0.094265737,snacks_breakfast_type,233.93,25,not_mentioned,Tier 3,Grocery Store,233.03
FD,18.1,Low Fat,0.022380952,Fruits and Vegetables,93.6094,36,High,Tier 3,Supermarket Type1,476.047
FD,18.6,Low Fat,0.01575657,snacks_breakfast_type,153.1366,36,High,Tier 3,Supermarket Type1,3173.8686
FD,6.615,Low Fat,0.156307983,Dairy,196.3426,25,not_mentioned,Tier 3,Grocery Store,790.9704
FD,15.6,Low Fat,0.195688803,Frozen Foods,77.367,25,not_mentioned,Tier 3,Grocery Store,153.134
DR,18.85,Low Fat,0.13747519,Drinks,158.6578,21,not_mentioned,Tier 2,Supermarket Type1,3369.6138
FD,7.235,Low Fat,0.0,snacks_breakfast_type,197.2452,19,Small,Tier 2,Supermarket Type1,2348.9424
FD,7.825,Low Fat,0.07962861,Meat,63.4826,26,Small,Tier 1,Supermarket Type1,2002.0606
NC,7.28,Low Fat,0.03100078,others,177.0054,38,Medium,Tier 3,Supermarket Type3,2101.2648
FD,19.7,Regular,0.016202582,others,188.2556,19,Small,Tier 2,Supermarket Type1,3379.6008
FD,12.6,Low Fat,0.024190156,Dairy,34.4874,19,Small,Tier 2,Supermarket Type1,494.0236
FD,10.65,Regular,0.085308611,snacks_breakfast_type,230.2668,21,not_mentioned,Tier 2,Supermarket Type1,5759.17
FD,16.75,Regular,0.008564925,Meat,73.2038,19,Small,Tier 2,Supermarket Type1,1404.1722
DR,13.8,Low Fat,0.097457483,Dairy,55.393,14,Medium,Tier 3,Supermarket Type2,1018.674
NC,9.6,Low Fat,0.029619203,others,43.6086,36,High,Tier 3,Supermarket Type1,624.5204
NC,13.1,Low Fat,0.0,others,189.253,26,Small,Tier 1,Supermarket Type1,1518.024
DR,14.6,Low Fat,0.150872868,Drinks,47.5692,21,not_mentioned,Tier 2,Supermarket Type1,1379.5376
FD,6.67,Regular,0.09031453,snacks_breakfast_type,130.5626,14,Medium,Tier 3,Supermarket Type2,1180.4634
FD,15.7,Regular,0.018930352,Fruits and Vegetables,59.4536,26,Small,Tier 1,Supermarket Type1,857.5504
NC,17.75,Low Fat,0.111209003,others,107.7912,36,High,Tier 3,Supermarket Type1,982.7208
FD,20.2,Regular,0.121153331,snacks_breakfast_type,97.3752,36,High,Tier 3,Supermarket Type1,958.752
FD,10.85,Low Fat,0.163160327,snacks_breakfast_type,107.4622,16,not_mentioned,Tier 2,Supermarket Type1,1693.7952
NC,20.25,Low Fat,0.148163564,others,232.7616,24,Medium,Tier 1,Supermarket Type1,1874.8928
FD,16.5,Low Fat,0.028281197,snacks_breakfast_type,90.2146,38,Medium,Tier 3,Supermarket Type3,3648.584
FD,5.86,Regular,0.150853308,Meat,156.0314,26,Small,Tier 1,Supermarket Type1,2016.7082
FD,6.115,Regular,0.011437302,Frozen Foods,92.4488,16,not_mentioned,Tier 2,Supermarket Type1,1358.232
FD,19.7,Regular,0.018024769,Meat,104.499,26,Small,Tier 1,Supermarket Type1,1031.99
NC,9.8,Low Fat,0.090448534,others,194.5478,19,Small,Tier 2,Supermarket Type1,774.9912
FD,12.5,Regular,0.08175276,Fruits and Vegetables,89.0488,26,Small,Tier 1,Supermarket Type1,1267.6832
FD,19.35,Regular,0.109667698,Meat,166.0816,25,not_mentioned,Tier 3,Grocery Store,671.1264
NC,16.75,Low Fat,0.075735621,others,34.5532,26,Small,Tier 1,Supermarket Type1,323.5788
NC,19.1,Low Fat,0.091917786,others,182.7608,26,Small,Tier 1,Supermarket Type1,1837.608
FD,21.35,Low Fat,0.130127365,Fruits and Vegetables,96.2094,25,not_mentioned,Tier 3,Grocery Store,190.4188
FD,19.5,Low Fat,0.082483516,others,179.2002,36,High,Tier 3,Supermarket Type1,2865.6032
FD,6.575,Regular,0.075507758,snacks_breakfast_type,146.4444,26,Small,Tier 1,Supermarket Type1,1596.5884
FD,6.67,Regular,0.124126756,snacks_breakfast_type,88.9514,16,not_mentioned,Tier 2,Supermarket Type1,2125.2336
FD,12.3,Low Fat,0.009425158,Baking Goods,74.838,24,Medium,Tier 1,Supermarket Type1,1537.998
FD,16.1,Regular,0.024999711,Fruits and Vegetables,97.841,21,not_mentioned,Tier 2,Supermarket Type1,1255.033
FD,9.3,Regular,0.058545606,Meat,155.8314,38,Small,Tier 1,Grocery Store,310.2628
NC,17.35,Low Fat,0.020676141,others,80.6618,16,not_mentioned,Tier 2,Supermarket Type1,1208.427
FD,15.35,Low Fat,0.02346559,Frozen Foods,35.219,25,not_mentioned,Tier 3,Grocery Store,36.619
FD,8.975,Regular,0.05272914,others,86.4224,26,Small,Tier 1,Supermarket Type1,1022.6688
NC,13.15,Low Fat,0.024630755,others,178.2686,36,High,Tier 3,Supermarket Type1,2666.529
NC,19.5,Low Fat,0.014274292,others,55.6614,26,Small,Tier 1,Supermarket Type1,718.3982
NC,15.1,Low Fat,0.059313603,others,238.1248,19,Small,Tier 2,Supermarket Type1,4266.4464
FD,5.465,Regular,0.048518008,Baking Goods,132.9626,19,Small,Tier 2,Supermarket Type1,2360.9268
FD,17.75,Low Fat,0.073349552,others,34.2216,36,High,Tier 3,Supermarket Type1,934.7832
FD,17.35,Low Fat,0.055648052,Baking Goods,100.3016,38,Medium,Tier 3,Supermarket Type3,2833.6448
DR,6.96,Low Fat,0.077129323,Drinks,92.7146,36,High,Tier 3,Supermarket Type1,1733.0774
FD,17.85,Low Fat,0.087824967,snacks_breakfast_type,196.0794,14,Medium,Tier 3,Supermarket Type2,1755.7146
FD,5.095,Regular,0.130031207,snacks_breakfast_type,142.4838,14,Medium,Tier 3,Supermarket Type2,561.9352
DR,5.73,Low Fat,0.045334098,Drinks,87.0882,36,High,Tier 3,Supermarket Type1,1803.6522
NC,7.5,Low Fat,0.096333029,others,57.8588,36,High,Tier 3,Supermarket Type1,1145.176
FD,7.855,Regular,0.073858923,Dairy,218.6482,36,High,Tier 3,Supermarket Type1,3723.8194
DR,5.655,Low Fat,0.175047104,Drinks,146.9102,19,Small,Tier 2,Supermarket Type1,1895.5326
NC,12.15,Low Fat,0.132952286,others,37.6506,25,not_mentioned,Tier 3,Grocery Store,37.9506
FD,9.6,Low Fat,0.086145867,snacks_breakfast_type,258.362,25,not_mentioned,Tier 3,Grocery Store,259.662
NC,18.85,Low Fat,0.0520115,others,190.3846,36,High,Tier 3,Supermarket Type1,3630.6074
FD,20.2,Regular,0.059790095,Fruits and Vegetables,127.4678,19,Small,Tier 2,Supermarket Type1,3560.6984
FD,12.15,Regular,0.071440118,Meat,182.295,25,not_mentioned,Tier 3,Grocery Store,549.285
DR,19.6,Low Fat,0.03395415,Drinks,56.4614,24,Medium,Tier 1,Supermarket Type1,773.6596
FD,16.0,Regular,0.099271209,Frozen Foods,88.5856,26,Small,Tier 1,Supermarket Type1,878.856
FD,13.1,Low Fat,0.020769677,Dairy,117.5782,38,Medium,Tier 3,Supermarket Type3,2741.0986
FD,6.425,Low Fat,0.06316338,snacks_breakfast_type,132.2626,19,Small,Tier 2,Supermarket Type1,2098.6016
NC,6.825,Low Fat,0.059846975,others,262.5226,26,Small,Tier 1,Supermarket Type1,9779.9362
FD,16.75,Regular,0.014342659,others,103.7674,38,Small,Tier 1,Grocery Store,203.7348
DR,7.97,Low Fat,0.057667173,Drinks,172.1422,25,not_mentioned,Tier 3,Grocery Store,517.3266
DR,17.25,Low Fat,0.037155206,Drinks,166.4526,36,High,Tier 3,Supermarket Type1,3782.4098
NC,9.1,Low Fat,0.080417724,others,48.8718,24,Medium,Tier 1,Supermarket Type1,425.4462
NC,19.2,Low Fat,0.041227831,others,129.831,26,Small,Tier 1,Supermarket Type1,1947.465
FD,20.25,Regular,0.102226474,others,91.312,38,Medium,Tier 3,Supermarket Type3,3075.996
FD,6.17,Regular,0.178210285,Meat,95.7752,38,Medium,Tier 3,Supermarket Type3,3930.8832
FD,14.5,Regular,0.06904249,others,41.4454,25,not_mentioned,Tier 3,Grocery Store,41.9454
FD,8.3,Regular,0.052791124,Baking Goods,98.5384,38,Small,Tier 1,Grocery Store,591.2304
FD,17.75,Regular,0.067607749,Baking Goods,188.024,24,Medium,Tier 1,Supermarket Type1,2796.36
FD,7.145,Low Fat,0.017887474,Frozen Foods,160.6578,16,not_mentioned,Tier 2,Supermarket Type1,1765.0358
FD,8.985,Low Fat,0.184440421,Fruits and Vegetables,99.67,16,not_mentioned,Tier 2,Supermarket Type1,3295.71
NC,16.35,Low Fat,0.091074449,others,196.811,16,not_mentioned,Tier 2,Supermarket Type1,3338.987
DR,5.655,Low Fat,0.0,Drinks,147.5102,26,Small,Tier 1,Supermarket Type1,1166.4816
DR,9.5,Low Fat,0.041951439,Drinks,32.49,24,Medium,Tier 1,Supermarket Type1,865.54
FD,5.78,Regular,0.074087369,snacks_breakfast_type,264.9568,36,High,Tier 3,Supermarket Type1,6855.0768
FD,8.05,Regular,0.0,Fruits and Vegetables,257.5646,36,High,Tier 3,Supermarket Type1,5153.292
FD,6.75,Regular,0.108679906,Dairy,95.6752,14,Medium,Tier 3,Supermarket Type2,1246.3776
DR,16.6,Low Fat,0.136500981,Drinks,173.3422,16,not_mentioned,Tier 2,Supermarket Type1,4138.6128
NC,6.095,Low Fat,0.081361288,others,141.9154,21,not_mentioned,Tier 2,Supermarket Type1,2694.4926
FD,15.1,Low Fat,0.0,snacks_breakfast_type,197.211,25,not_mentioned,Tier 3,Grocery Store,196.411
FD,19.35,Regular,0.018591464,snacks_breakfast_type,112.9544,24,Medium,Tier 1,Supermarket Type1,1342.2528
NC,11.3,Low Fat,0.066952965,others,192.0478,14,Medium,Tier 3,Supermarket Type2,3099.9648
FD,10.8,Low Fat,0.029107004,snacks_breakfast_type,240.5222,16,not_mentioned,Tier 2,Supermarket Type1,4541.4218
FD,19.7,Regular,0.0,Baking Goods,194.411,24,Medium,Tier 1,Supermarket Type1,5106.686
FD,18.7,Low Fat,0.065872936,Fruits and Vegetables,113.1886,38,Small,Tier 1,Grocery Store,111.1886
FD,10.5,Regular,0.117149075,Baking Goods,164.121,14,Medium,Tier 3,Supermarket Type2,1794.331
FD,7.655,Low Fat,0.031994534,others,114.3492,24,Medium,Tier 1,Supermarket Type1,1853.5872
FD,8.235,Low Fat,0.08276363,Baking Goods,146.5076,14,Medium,Tier 3,Supermarket Type2,1625.8836
FD,20.6,Low Fat,0.083004078,Baking Goods,119.4756,26,Small,Tier 1,Supermarket Type1,1090.5804
FD,19.35,Regular,0.021490911,Fruits and Vegetables,122.1098,24,Medium,Tier 1,Supermarket Type1,2892.2352
FD,9.5,Regular,0.058835928,Fruits and Vegetables,170.2448,25,not_mentioned,Tier 3,Grocery Store,170.4448
FD,5.305,Regular,0.07871639,Meat,183.5608,25,not_mentioned,Tier 3,Grocery Store,551.2824
DR,9.8,Low Fat,0.013869809,Drinks,47.406,21,not_mentioned,Tier 2,Supermarket Type1,978.726
FD,9.6,Regular,0.022274264,snacks_breakfast_type,101.699,19,Small,Tier 2,Supermarket Type1,2992.771
FD,13.0,Low Fat,0.153618566,others,79.6986,26,Small,Tier 1,Supermarket Type1,1480.0734
FD,17.6,Low Fat,0.049267759,snacks_breakfast_type,113.0176,14,Medium,Tier 3,Supermarket Type2,2862.94
FD,14.3,Low Fat,0.12826315,Frozen Foods,83.4224,16,not_mentioned,Tier 2,Supermarket Type1,681.7792
FD,10.3,Regular,0.02494708,Baking Goods,172.3422,21,not_mentioned,Tier 2,Supermarket Type1,5690.5926
FD,15.1,Regular,0.157154813,Fruits and Vegetables,62.2194,25,not_mentioned,Tier 3,Grocery Store,185.7582
DR,6.03,Low Fat,0.022832115,Dairy,176.7028,16,not_mentioned,Tier 2,Supermarket Type1,1416.8224
FD,7.68,Low Fat,0.070900282,Fruits and Vegetables,192.6162,26,Small,Tier 1,Supermarket Type1,5580.0698
FD,20.0,Regular,0.028180789,Fruits and Vegetables,46.8744,21,not_mentioned,Tier 2,Supermarket Type1,905.488
FD,15.85,Low Fat,0.136497913,others,96.3094,26,Small,Tier 1,Supermarket Type1,2856.282
NC,15.2,Low Fat,0.162462044,others,117.6492,25,not_mentioned,Tier 3,Grocery Store,347.5476
FD,12.15,Low Fat,0.0,snacks_breakfast_type,164.7184,26,Small,Tier 1,Supermarket Type1,3962.8416
FD,19.35,Low Fat,0.118080437,snacks_breakfast_type,222.6088,19,Small,Tier 2,Supermarket Type1,6040.1376
FD,16.0,Regular,0.017466284,Meat,45.4718,38,Medium,Tier 3,Supermarket Type3,1323.6104
FD,10.39,Low Fat,0.031073804,others,157.5604,38,Medium,Tier 3,Supermarket Type3,5704.5744
DR,8.85,Regular,0.113302223,Drinks,125.1388,16,not_mentioned,Tier 2,Supermarket Type1,1114.5492
NC,19.85,Low Fat,0.025968706,others,49.5376,26,Small,Tier 1,Supermarket Type1,1006.6896
DR,19.1,Low Fat,0.045400017,Dairy,38.8138,21,not_mentioned,Tier 2,Supermarket Type1,690.4346
NC,17.0,Low Fat,0.126958147,others,125.8362,16,not_mentioned,Tier 2,Supermarket Type1,2516.724
FD,11.15,Regular,0.105307659,Baking Goods,102.0648,26,Small,Tier 1,Supermarket Type1,1038.648
FD,12.35,Regular,0.038500421,Fruits and Vegetables,110.757,26,Small,Tier 1,Supermarket Type1,1208.427
FD,20.85,Low Fat,0.02137305,Fruits and Vegetables,103.3306,21,not_mentioned,Tier 2,Supermarket Type1,522.653
FD,16.75,Low Fat,0.0,Fruits and Vegetables,255.7988,38,Medium,Tier 3,Supermarket Type3,9251.9568
FD,7.035,Low Fat,0.0,Frozen Foods,263.291,25,not_mentioned,Tier 3,Grocery Store,525.982
FD,4.785,Low Fat,0.09297084,snacks_breakfast_type,122.0098,14,Medium,Tier 3,Supermarket Type2,2048.6666
FD,18.7,Low Fat,0.088839949,snacks_breakfast_type,254.2672,38,Medium,Tier 3,Supermarket Type3,10993.6896
FD,17.25,Regular,0.209600084,snacks_breakfast_type,40.348,25,not_mentioned,Tier 3,Grocery Store,39.948
FD,9.3,Regular,0.033505804,Meat,153.4314,21,not_mentioned,Tier 2,Supermarket Type1,2482.1024
FD,17.25,Low Fat,0.072986772,others,78.8986,21,not_mentioned,Tier 2,Supermarket Type1,1635.8706
DR,17.85,Low Fat,0.024961677,Drinks,153.1998,16,not_mentioned,Tier 2,Supermarket Type1,3383.5956
NC,5.32,Low Fat,0.092433518,others,101.6674,38,Medium,Tier 3,Supermarket Type3,1426.1436
FD,9.8,Low Fat,0.026081567,snacks_breakfast_type,217.585,19,Small,Tier 2,Supermarket Type1,4327.7
DR,18.85,Low Fat,0.09079168,Drinks,127.1336,36,High,Tier 3,Supermarket Type1,3579.3408
NC,9.695,Low Fat,0.113917889,others,158.2604,19,Small,Tier 2,Supermarket Type1,2693.8268
FD,10.0,Low Fat,0.045928229,Frozen Foods,138.118,24,Medium,Tier 1,Supermarket Type1,1957.452
DR,16.6,Low Fat,0.135620265,Drinks,172.9422,36,High,Tier 3,Supermarket Type1,2931.5174
FD,18.25,Low Fat,0.077709902,snacks_breakfast_type,259.6962,19,Small,Tier 2,Supermarket Type1,5438.9202
NC,5.82,Low Fat,0.134975628,others,170.579,25,not_mentioned,Tier 3,Grocery Store,509.337
FD,9.31,Low Fat,0.037955094,Frozen Foods,62.151,26,Small,Tier 1,Supermarket Type1,1201.769
FD,18.25,Low Fat,0.076125668,snacks_breakfast_type,214.0218,21,not_mentioned,Tier 2,Supermarket Type1,2564.6616
FD,19.7,Low Fat,0.067039526,snacks_breakfast_type,178.337,24,Medium,Tier 1,Supermarket Type1,1411.496
DR,6.865,Low Fat,0.014021626,Drinks,127.1652,21,not_mentioned,Tier 2,Supermarket Type1,1291.652
FD,11.35,Regular,0.023358738,Dairy,184.4608,24,Medium,Tier 1,Supermarket Type1,4042.7376
FD,17.7,Low Fat,0.029933275,snacks_breakfast_type,169.0816,19,Small,Tier 2,Supermarket Type1,5201.2296
NC,20.2,Low Fat,0.111777297,others,124.6046,38,Medium,Tier 3,Supermarket Type3,2863.6058
FD,20.85,Low Fat,0.032448523,Baking Goods,177.866,26,Small,Tier 1,Supermarket Type1,1078.596
FD,17.25,Regular,0.047266211,snacks_breakfast_type,97.0068,26,Small,Tier 1,Supermarket Type1,1846.9292
FD,15.35,Low Fat,0.01404119,Frozen Foods,38.419,24,Medium,Tier 1,Supermarket Type1,476.047
FD,13.65,Low Fat,0.04917754,Fruits and Vegetables,151.805,36,High,Tier 3,Supermarket Type1,2696.49
NC,15.2,Low Fat,0.020280476,others,49.1034,25,not_mentioned,Tier 3,Grocery Store,194.4136
FD,6.38,Low Fat,0.031962866,Dairy,178.0344,21,not_mentioned,Tier 2,Supermarket Type1,535.3032
