Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Age,Outlet_Size,Outlet_Location_Type,Outlet_Type
FD,11.65,Low Fat,0.0,Fruits and Vegetables,187.724,14,Medium,Tier 3,Supermarket Type2
FD,19.2,Regular,0.157200063,Frozen Foods,189.3214,25,,Tier 3,Grocery Store
FD,10.895,Regular,0.016105023,Dairy,121.773,25,,Tier 3,Grocery Store
FD,17.35,Regular,0.069419362,Frozen Foods,92.3804,25,,Tier 3,Grocery Store
FD,6.65,Low Fat,0.146740745,Fruits and Vegetables,125.5678,25,,Tier 3,Grocery Store
FD,9.3,Low Fat,0.049938496,Baking Goods,195.6136,38,Small,Tier 1,Grocery Store
NC,7.725,Low Fat,0.029072283,others,120.1414,26,Small,Tier 1,Supermarket Type1
FD,8.71,Regular,0.072267645,others,184.8924,24,Medium,Tier 1,Supermarket Type1
FD,16.1,Low Fat,0.100436145,Fruits and Vegetables,77.2328,21,,Tier 2,Supermarket Type1
DR,14.65,Low Fat,0.170318251,Drinks,56.1614,26,Small,Tier 1,Supermarket Type1
FD,12.6,Low Fat,0.087453208,Fruits and Vegetables,110.0228,26,Small,Tier 1,Supermarket Type1
FD,13.1,Low Fat,0.006062712,Frozen Foods,187.3898,26,Small,Tier 1,Supermarket Type1
FD,20.5,Low Fat,0.020505252,Fruits and Vegetables,91.483,38,Medium,Tier 3,Supermarket Type3
FD,11.15,Regular,0.085860034,snacks_breakfast_type,169.479,36,High,Tier 3,Supermarket Type1
FD,20.7,Regular,0.079230482,Baking Goods,98.8042,36,High,Tier 3,Supermarket Type1
FD,10.2,Low Fat,0.159162446,Frozen Foods,143.1154,38,Medium,Tier 3,Supermarket Type3
FD,14.0,Low Fat,0.023869126,Baking Goods,101.5332,16,,Tier 2,Supermarket Type1
NC,19.1,Low Fat,0.067431883,others,42.4796,21,,Tier 2,Supermarket Type1
FD,9.695,Regular,0.21471985,Baking Goods,225.9404,25,,Tier 3,Grocery Store
DR,19.1,Low Fat,0.045564412,Dairy,39.1138,16,,Tier 2,Supermarket Type1
FD,17.85,Regular,0.020979394,Meat,259.7936,24,Medium,Tier 1,Supermarket Type1
FD,11.65,Regular,0.075967092,snacks_breakfast_type,84.4908,24,Medium,Tier 1,Supermarket Type1
FD,12.3,Regular,0.064719441,Starchy Foods,93.6804,24,Medium,Tier 1,Supermarket Type1
FD,12.1,Low Fat,0.029981513,others,77.867,38,Medium,Tier 3,Supermarket Type3
FD,7.81,Regular,0.05553914,others,125.8046,16,,Tier 2,Supermarket Type1
NC,20.1,Low Fat,0.015022332,others,142.1154,16,,Tier 2,Supermarket Type1
FD,10.5,Regular,0.066450399,Starchy Foods,80.796,14,Medium,Tier 3,Supermarket Type2
FD,6.38,Regular,0.216601163,snacks_breakfast_type,36.7874,38,Small,Tier 1,Grocery Store
FD,8.575,Regular,0.072139167,Dairy,195.5794,14,Medium,Tier 3,Supermarket Type2
FD,20.1,Regular,0.022420996,Fruits and Vegetables,226.2036,19,Small,Tier 2,Supermarket Type1
FD,21.2,Low Fat,0.070676281,snacks_breakfast_type,176.337,26,Small,Tier 1,Supermarket Type1
FD,10.3,Low Fat,0.069701022,Dairy,262.9226,38,Medium,Tier 3,Supermarket Type3
FD,16.0,Low Fat,0.077011493,Fruits and Vegetables,45.1086,21,,Tier 2,Supermarket Type1
FD,17.1,Low Fat,0.032600958,Frozen Foods,150.4392,36,High,Tier 3,Supermarket Type1
FD,15.35,Low Fat,0.074254285,snacks_breakfast_type,91.083,38,Medium,Tier 3,Supermarket Type3
NC,12.5,Low Fat,0.181114059,others,168.8448,38,Small,Tier 1,Grocery Store
FD,19.35,Low Fat,0.016608334,Frozen Foods,120.0098,19,Small,Tier 2,Supermarket Type1
FD,19.35,Regular,0.104659766,Baking Goods,165.9184,25,,Tier 3,Grocery Store
DR,11.85,Low Fat,0.133211023,Dairy,95.8726,14,Medium,Tier 3,Supermarket Type2
FD,8.0,Regular,0.030259174,snacks_breakfast_type,250.6092,19,Small,Tier 2,Supermarket Type1
DR,6.39,Low Fat,0.083432299,Drinks,107.4596,38,Medium,Tier 3,Supermarket Type3
FD,17.85,Low Fat,0.018805505,snacks_breakfast_type,214.956,25,,Tier 3,Grocery Store
DR,16.6,Low Fat,0.136008489,Drinks,170.4422,21,,Tier 2,Supermarket Type1
FD,17.2,Regular,0.02504491,others,146.1418,38,Medium,Tier 3,Supermarket Type3
NC,8.485,Low Fat,0.0582501,others,104.399,21,,Tier 2,Supermarket Type1
NC,18.1,Low Fat,0.048899701,others,126.3336,36,High,Tier 3,Supermarket Type1
FD,6.425,Low Fat,0.093835595,Fruits and Vegetables,174.2712,14,Medium,Tier 3,Supermarket Type2
FD,8.655,Regular,0.088331849,snacks_breakfast_type,120.8756,24,Medium,Tier 1,Supermarket Type1
FD,19.7,Low Fat,0.0,Baking Goods,178.666,26,Small,Tier 1,Supermarket Type1
NC,10.895,Low Fat,0.027102628,others,50.7666,21,,Tier 2,Supermarket Type1
DR,10.8,Low Fat,0.061225298,Drinks,153.4024,21,,Tier 2,Supermarket Type1
FD,20.6,Low Fat,0.083342202,Baking Goods,120.1756,14,Medium,Tier 3,Supermarket Type2
FD,7.07,Low Fat,0.093593225,snacks_breakfast_type,115.1834,36,High,Tier 3,Supermarket Type1
FD,12.3,Regular,0.101754942,snacks_breakfast_type,58.5562,38,Small,Tier 1,Grocery Store
NC,18.85,Low Fat,0.167923755,others,193.7136,21,,Tier 2,Supermarket Type1
FD,15.3,Regular,0.084694653,others,212.7218,36,High,Tier 3,Supermarket Type1
FD,7.26,Low Fat,0.014452774,Meat,115.015,21,,Tier 2,Supermarket Type1
FD,18.25,Regular,0.170685888,Dairy,155.163,36,High,Tier 3,Supermarket Type1
DR,14.8,Low Fat,0.044969294,Drinks,74.867,21,,Tier 2,Supermarket Type1
FD,13.3,Low Fat,0.009600586,snacks_breakfast_type,64.951,21,,Tier 2,Supermarket Type1
FD,7.71,Regular,0.083321663,Dairy,121.4756,38,Small,Tier 1,Grocery Store
FD,21.1,Regular,0.161756055,Fruits and Vegetables,65.7168,24,Medium,Tier 1,Supermarket Type1
FD,15.1,Regular,0.1055789,Fruits and Vegetables,42.4796,36,High,Tier 3,Supermarket Type1
FD,13.35,Regular,0.250008736,snacks_breakfast_type,178.366,25,,Tier 3,Grocery Store
FD,11.35,Regular,0.043149943,Fruits and Vegetables,198.5742,19,Small,Tier 2,Supermarket Type1
FD,18.85,Low Fat,0.039643601,snacks_breakfast_type,41.448,26,Small,Tier 1,Supermarket Type1
NC,8.92,Low Fat,0.129903926,others,176.637,19,Small,Tier 2,Supermarket Type1
FD,12.15,Low Fat,0.027069736,Frozen Foods,212.3928,38,Small,Tier 1,Grocery Store
FD,16.7,Regular,0.054583442,Starchy Foods,64.6168,36,High,Tier 3,Supermarket Type1
FD,7.435,Low Fat,0.084382084,Starchy Foods,167.9158,36,High,Tier 3,Supermarket Type1
FD,18.25,Low Fat,0.079203863,Frozen Foods,224.9062,19,Small,Tier 2,Supermarket Type1
NC,20.5,Low Fat,0.023143199,others,152.934,26,Small,Tier 1,Supermarket Type1
NC,5.4,Low Fat,0.048107159,others,166.3526,19,Small,Tier 2,Supermarket Type1
FD,18.0,Low Fat,0.039169904,snacks_breakfast_type,149.0418,14,Medium,Tier 3,Supermarket Type2
NC,18.35,Low Fat,0.014021376,others,222.5746,19,Small,Tier 2,Supermarket Type1
FD,6.52,Low Fat,0.044788872,others,164.0842,14,Medium,Tier 3,Supermarket Type2
FD,14.3,Regular,0.114170018,Fruits and Vegetables,89.1856,38,Small,Tier 1,Grocery Store
FD,11.65,Low Fat,0.066815522,snacks_breakfast_type,229.6694,25,,Tier 3,Grocery Store
FD,13.3,Low Fat,0.016775365,snacks_breakfast_type,63.451,38,Small,Tier 1,Grocery Store
FD,14.3,Regular,0.049957145,Meat,210.0586,16,,Tier 2,Supermarket Type1
FD,6.655,Low Fat,0.016985198,Fruits and Vegetables,211.0586,24,Medium,Tier 1,Supermarket Type1
FD,15.7,Regular,0.037833211,Frozen Foods,126.1046,36,High,Tier 3,Supermarket Type1
FD,7.89,Low Fat,0.036104434,Dairy,117.1782,36,High,Tier 3,Supermarket Type1
FD,14.15,Low Fat,0.035413843,others,253.0014,14,Medium,Tier 3,Supermarket Type2
FD,14.1,Low Fat,0.06725426,snacks_breakfast_type,199.0084,16,,Tier 2,Supermarket Type1
FD,17.1,Low Fat,0.032621941,Frozen Foods,150.9392,19,Small,Tier 2,Supermarket Type1
FD,11.65,Regular,0.075481864,snacks_breakfast_type,85.3908,38,Medium,Tier 3,Supermarket Type3
DR,14.15,Low Fat,0.095917719,Drinks,171.8106,16,,Tier 2,Supermarket Type1
FD,12.3,Low Fat,0.015751294,Baking Goods,71.638,25,,Tier 3,Grocery Store
DR,8.52,Low Fat,0.026928324,Drinks,151.6682,38,Medium,Tier 3,Supermarket Type3
FD,6.88,Regular,0.245136905,others,110.8228,38,Small,Tier 1,Grocery Store
DR,7.27,Low Fat,0.070733741,Drinks,112.0518,38,Medium,Tier 3,Supermarket Type3
FD,18.6,Low Fat,0.039374545,Frozen Foods,245.5802,21,,Tier 2,Supermarket Type1
FD,20.85,Low Fat,0.032498972,Baking Goods,181.266,24,Medium,Tier 1,Supermarket Type1
FD,13.65,Regular,0.026473267,Meat,37.9532,38,Medium,Tier 3,Supermarket Type3
FD,9.8,Low Fat,0.026840766,Meat,126.902,26,Small,Tier 1,Supermarket Type1
FD,7.895,Regular,0.061175535,snacks_breakfast_type,58.6588,26,Small,Tier 1,Supermarket Type1
FD,10.895,Low Fat,0.026921951,Frozen Foods,104.928,24,Medium,Tier 1,Supermarket Type1
FD,8.02,Low Fat,0.111347923,snacks_breakfast_type,155.6998,36,High,Tier 3,Supermarket Type1
FD,7.89,Low Fat,0.036338895,Dairy,119.5782,16,,Tier 2,Supermarket Type1
FD,5.035,Regular,0.079895432,snacks_breakfast_type,227.0036,19,Small,Tier 2,Supermarket Type1
NC,12.1,Low Fat,0.079930344,others,169.7106,24,Medium,Tier 1,Supermarket Type1
FD,7.075,Low Fat,0.058335906,Dairy,145.8128,19,Small,Tier 2,Supermarket Type1
NC,7.475,Low Fat,0.01310911,others,215.4192,36,High,Tier 3,Supermarket Type1
FD,6.885,Regular,0.14022623,others,108.8228,24,Medium,Tier 1,Supermarket Type1
FD,8.51,Regular,0.078723713,snacks_breakfast_type,172.4422,14,Medium,Tier 3,Supermarket Type2
FD,6.44,Low Fat,0.079200387,snacks_breakfast_type,100.47,19,Small,Tier 2,Supermarket Type1
FD,13.65,Regular,0.073324855,Frozen Foods,199.0426,16,,Tier 2,Supermarket Type1
DR,8.395,Low Fat,0.071963037,Drinks,251.804,19,Small,Tier 2,Supermarket Type1
FD,13.35,Low Fat,0.244163174,Frozen Foods,148.1392,38,Small,Tier 1,Grocery Store
FD,8.945,Regular,0.087782193,Dairy,261.791,24,Medium,Tier 1,Supermarket Type1
FD,10.8,Regular,0.048134189,Baking Goods,40.3138,19,Small,Tier 2,Supermarket Type1
NC,19.2,Low Fat,0.305724969,others,239.6196,25,,Tier 3,Grocery Store
DR,18.85,Low Fat,0.09138128,Drinks,126.6336,16,,Tier 2,Supermarket Type1
NC,7.725,Low Fat,0.029190711,others,122.4414,14,Medium,Tier 3,Supermarket Type2
DR,10.5,Low Fat,0.080372556,Drinks,158.4946,25,,Tier 3,Grocery Store
FD,20.25,Regular,0.011985289,others,184.7924,36,High,Tier 3,Supermarket Type1
FD,20.35,Low Fat,0.083783437,Meat,180.7292,19,Small,Tier 2,Supermarket Type1
FD,11.1,Regular,0.053775381,Fruits and Vegetables,165.7526,26,Small,Tier 1,Supermarket Type1
FD,21.35,Low Fat,0.068962051,others,261.1278,21,,Tier 2,Supermarket Type1
NC,15.0,Low Fat,0.071357962,others,127.4362,19,Small,Tier 2,Supermarket Type1
FD,15.1,Regular,0.033365743,Frozen Foods,130.931,25,,Tier 3,Grocery Store
FD,17.75,Regular,0.067884624,Baking Goods,187.324,16,,Tier 2,Supermarket Type1
NC,5.485,Low Fat,0.042925965,others,164.5842,14,Medium,Tier 3,Supermarket Type2
NC,5.21,Low Fat,0.011000735,others,258.0962,36,High,Tier 3,Supermarket Type1
NC,20.5,Low Fat,0.023031127,others,154.534,38,Medium,Tier 3,Supermarket Type3
FD,14.3,Low Fat,0.121977653,Dairy,122.573,38,Medium,Tier 3,Supermarket Type3
FD,15.35,Regular,0.055199283,Meat,146.4734,24,Medium,Tier 1,Supermarket Type1
FD,14.0,Low Fat,0.041091215,Starchy Foods,182.6634,38,Medium,Tier 3,Supermarket Type3
FD,8.0,Regular,0.030436087,snacks_breakfast_type,249.0092,16,,Tier 2,Supermarket Type1
FD,13.35,Low Fat,0.06495073,Baking Goods,92.5804,26,Small,Tier 1,Supermarket Type1
NC,20.6,Low Fat,0.045488814,others,149.9392,24,Medium,Tier 1,Supermarket Type1
NC,20.35,Low Fat,0.021308724,others,79.2328,36,High,Tier 3,Supermarket Type1
FD,14.65,Regular,0.099049679,snacks_breakfast_type,49.7666,36,High,Tier 3,Supermarket Type1
NC,8.76,Low Fat,0.050043246,others,126.2336,19,Small,Tier 2,Supermarket Type1
FD,8.3,Low Fat,0.035426061,Fruits and Vegetables,37.7506,21,,Tier 2,Supermarket Type1
DR,15.2,Low Fat,0.188965879,Drinks,35.9848,25,,Tier 3,Grocery Store
FD,8.84,Regular,0.076191354,Frozen Foods,110.3228,38,Medium,Tier 3,Supermarket Type3
FD,14.65,Low Fat,0.170558096,Fruits and Vegetables,48.7692,38,Medium,Tier 3,Supermarket Type3
FD,9.3,Low Fat,0.088988939,others,144.0786,19,Small,Tier 2,Supermarket Type1
NC,8.6,Low Fat,0.0,others,113.1176,36,High,Tier 3,Supermarket Type1
NC,9.895,Low Fat,0.0,others,230.4642,14,Medium,Tier 3,Supermarket Type2
FD,11.5,Regular,0.219914554,Frozen Foods,98.8358,38,Small,Tier 1,Grocery Store
FD,19.35,Low Fat,0.11858387,snacks_breakfast_type,224.4088,14,Medium,Tier 3,Supermarket Type2
FD,19.35,Regular,0.058043379,Fruits and Vegetables,239.8564,26,Small,Tier 1,Supermarket Type1
FD,13.65,Regular,0.122040464,Frozen Foods,197.5426,25,,Tier 3,Grocery Store
NC,19.6,Low Fat,0.024048716,others,104.9964,14,Medium,Tier 3,Supermarket Type2
NC,19.6,Low Fat,0.04193537,others,104.5964,38,Small,Tier 1,Grocery Store
NC,16.0,Low Fat,0.072816495,others,231.3668,21,,Tier 2,Supermarket Type1
FD,16.2,Low Fat,0.035904485,Fruits and Vegetables,258.6278,19,Small,Tier 2,Supermarket Type1
FD,10.195,Low Fat,0.051651503,snacks_breakfast_type,35.2558,19,Small,Tier 2,Supermarket Type1
FD,12.65,Regular,0.076162818,Frozen Foods,190.7846,24,Medium,Tier 1,Supermarket Type1
NC,19.35,Low Fat,0.027691308,others,63.3168,36,High,Tier 3,Supermarket Type1
FD,17.85,Regular,0.04670302,Fruits and Vegetables,122.2388,21,,Tier 2,Supermarket Type1
NC,10.8,Low Fat,0.041930938,others,188.0214,24,Medium,Tier 1,Supermarket Type1
FD,13.65,Regular,0.0,snacks_breakfast_type,57.7588,24,Medium,Tier 1,Supermarket Type1
FD,20.7,Low Fat,0.048834717,Fruits and Vegetables,36.5506,24,Medium,Tier 1,Supermarket Type1
FD,13.15,Low Fat,0.022841841,Fruits and Vegetables,158.192,21,,Tier 2,Supermarket Type1
FD,7.27,Regular,0.020777214,others,88.8488,19,Small,Tier 2,Supermarket Type1
FD,16.5,Regular,0.093786169,Baking Goods,98.9068,36,High,Tier 3,Supermarket Type1
FD,20.85,Regular,0.108947031,Baking Goods,86.5514,38,Small,Tier 1,Grocery Store
FD,19.25,Regular,0.045327376,Meat,198.211,25,,Tier 3,Grocery Store
FD,10.5,Regular,0.093309811,snacks_breakfast_type,212.6244,38,Medium,Tier 3,Supermarket Type3
FD,15.0,Regular,0.026882496,Baking Goods,222.6456,24,Medium,Tier 1,Supermarket Type1
FD,19.7,Regular,0.018052793,Meat,103.399,24,Medium,Tier 1,Supermarket Type1
FD,12.6,Low Fat,0.0,Dairy,35.1874,38,Medium,Tier 3,Supermarket Type3
FD,15.85,Low Fat,0.136384322,others,94.8094,36,High,Tier 3,Supermarket Type1
FD,12.65,Low Fat,0.069411836,Meat,51.5324,19,Small,Tier 2,Supermarket Type1
DR,6.13,Low Fat,0.077048493,Dairy,60.0536,14,Medium,Tier 3,Supermarket Type2
FD,19.0,Low Fat,0.128611924,snacks_breakfast_type,104.1622,14,Medium,Tier 3,Supermarket Type2
FD,20.75,Regular,0.083201696,Frozen Foods,181.8318,38,Medium,Tier 3,Supermarket Type3
FD,15.6,Regular,0.045857055,snacks_breakfast_type,170.4132,21,,Tier 2,Supermarket Type1
FD,12.5,Low Fat,0.11245226,others,120.744,21,,Tier 2,Supermarket Type1
FD,18.0,Low Fat,0.017942517,Starchy Foods,176.3686,21,,Tier 2,Supermarket Type1
FD,5.09,Regular,0.226744199,snacks_breakfast_type,140.2838,38,Small,Tier 1,Grocery Store
FD,10.895,Low Fat,0.026875077,Frozen Foods,107.028,19,Small,Tier 2,Supermarket Type1
FD,17.0,Regular,0.139495548,others,266.5884,19,Small,Tier 2,Supermarket Type1
FD,13.1,Low Fat,0.075578048,Dairy,165.7158,26,Small,Tier 1,Supermarket Type1
FD,8.895,Regular,0.081214552,snacks_breakfast_type,51.4008,24,Medium,Tier 1,Supermarket Type1
FD,19.5,Low Fat,0.138175481,others,178.1002,25,,Tier 3,Grocery Store
FD,20.2,Regular,0.096513676,Meat,178.7028,26,Small,Tier 1,Supermarket Type1
FD,15.7,Regular,0.038018966,Frozen Foods,126.1046,14,Medium,Tier 3,Supermarket Type2
NC,20.25,Low Fat,0.02605898,others,179.6976,14,Medium,Tier 3,Supermarket Type2
FD,8.05,Regular,0.078559463,Fruits and Vegetables,259.3646,21,,Tier 2,Supermarket Type1
FD,9.0,Low Fat,0.065618346,snacks_breakfast_type,177.337,16,,Tier 2,Supermarket Type1
NC,17.0,Low Fat,0.126139002,others,125.9362,36,High,Tier 3,Supermarket Type1
FD,12.8,Regular,0.138452448,Dairy,185.4608,38,Small,Tier 1,Grocery Store
FD,19.2,Low Fat,0.0,others,89.2488,36,High,Tier 3,Supermarket Type1
FD,12.85,Low Fat,0.030664334,Starchy Foods,254.404,24,Medium,Tier 1,Supermarket Type1
DR,20.7,Low Fat,0.093067785,Dairy,75.567,14,Medium,Tier 3,Supermarket Type2
FD,5.985,Low Fat,0.005675194,Baking Goods,184.1924,24,Medium,Tier 1,Supermarket Type1
NC,20.2,Low Fat,0.07435487,others,92.4462,24,Medium,Tier 1,Supermarket Type1
FD,16.2,Low Fat,0.103453599,others,103.699,19,Small,Tier 2,Supermarket Type1
FD,17.5,Low Fat,0.052190155,snacks_breakfast_type,101.899,38,Medium,Tier 3,Supermarket Type3
NC,21.1,Low Fat,0.010662263,others,231.9958,16,,Tier 2,Supermarket Type1
NC,17.25,Low Fat,0.112968748,others,252.8724,38,Medium,Tier 3,Supermarket Type3
FD,5.15,Regular,0.10711317,Meat,125.1388,38,Small,Tier 1,Grocery Store
FD,6.785,Regular,0.041974545,Meat,42.3112,19,Small,Tier 2,Supermarket Type1
NC,20.35,Low Fat,0.039268205,others,128.4678,26,Small,Tier 1,Supermarket Type1
NC,16.5,Low Fat,0.035655991,others,91.212,26,Small,Tier 1,Supermarket Type1
FD,13.5,Low Fat,0.06018748,Baking Goods,85.054,38,Medium,Tier 3,Supermarket Type3
DR,10.8,Low Fat,0.052068722,Drinks,236.4564,26,Small,Tier 1,Supermarket Type1
FD,17.7,Regular,0.121852987,Meat,101.4674,19,Small,Tier 2,Supermarket Type1
FD,9.27,Low Fat,0.061735873,Dairy,150.805,36,High,Tier 3,Supermarket Type1
FD,20.85,Low Fat,0.0,Meat,118.5808,16,,Tier 2,Supermarket Type1
NC,12.6,Low Fat,0.007456464,others,188.6556,26,Small,Tier 1,Supermarket Type1
FD,8.895,Regular,0.088459496,snacks_breakfast_type,124.873,24,Medium,Tier 1,Supermarket Type1
FD,18.2,Low Fat,0.089466421,Fruits and Vegetables,196.011,38,Medium,Tier 3,Supermarket Type3
DR,10.1,Low Fat,0.16741508,Drinks,241.2512,24,Medium,Tier 1,Supermarket Type1
FD,6.15,Low Fat,0.046364789,Baking Goods,99.9384,21,,Tier 2,Supermarket Type1
FD,10.0,Regular,0.063531895,Frozen Foods,228.6668,16,,Tier 2,Supermarket Type1
NC,20.1,Low Fat,0.014937838,others,141.2154,26,Small,Tier 1,Supermarket Type1
FD,19.7,Regular,0.018009769,Meat,103.699,36,High,Tier 3,Supermarket Type1
NC,8.51,Low Fat,0.016097309,others,195.3478,36,High,Tier 3,Supermarket Type1
FD,10.3,Regular,0.050061008,others,81.296,19,Small,Tier 2,Supermarket Type1
FD,7.36,Low Fat,0.052393366,Frozen Foods,55.3588,24,Medium,Tier 1,Supermarket Type1
NC,6.57,Low Fat,0.09742857,others,194.582,16,,Tier 2,Supermarket Type1
FD,8.895,Regular,0.081418801,snacks_breakfast_type,51.7008,14,Medium,Tier 3,Supermarket Type2
FD,6.905,Regular,0.038147426,Dairy,99.6726,26,Small,Tier 1,Supermarket Type1
FD,12.15,Low Fat,0.02596979,Starchy Foods,121.344,14,Medium,Tier 3,Supermarket Type2
NC,6.38,Low Fat,0.015248338,others,144.147,16,,Tier 2,Supermarket Type1
FD,5.155,Low Fat,0.08336707,Frozen Foods,246.9776,21,,Tier 2,Supermarket Type1
FD,12.85,Low Fat,0.033213888,Fruits and Vegetables,195.2768,19,Small,Tier 2,Supermarket Type1
NC,12.5,Low Fat,0.018925644,others,97.3384,14,Medium,Tier 3,Supermarket Type2
FD,16.0,Regular,0.064748814,Dairy,79.4986,38,Medium,Tier 3,Supermarket Type3
FD,20.85,Low Fat,0.121496273,snacks_breakfast_type,197.4452,21,,Tier 2,Supermarket Type1
FD,10.0,Regular,0.037840894,snacks_breakfast_type,129.5994,21,,Tier 2,Supermarket Type1
DR,9.695,Low Fat,0.070444556,Drinks,179.4344,26,Small,Tier 1,Supermarket Type1
DR,15.2,Low Fat,0.050382246,Drinks,94.2752,14,Medium,Tier 3,Supermarket Type2
FD,11.1,Low Fat,0.010641608,others,84.0908,26,Small,Tier 1,Supermarket Type1
DR,13.85,Low Fat,0.05786369,Drinks,115.4492,25,,Tier 3,Grocery Store
NC,8.85,Low Fat,0.0,others,104.3964,19,Small,Tier 2,Supermarket Type1
FD,8.05,Regular,0.165350432,Dairy,114.2518,14,Medium,Tier 3,Supermarket Type2
NC,21.25,Low Fat,0.113053302,others,232.93,38,Medium,Tier 3,Supermarket Type3
NC,12.15,Low Fat,0.079555138,others,39.4506,24,Medium,Tier 1,Supermarket Type1
FD,10.5,Regular,0.141847977,snacks_breakfast_type,159.6578,38,Medium,Tier 3,Supermarket Type3
FD,9.6,Low Fat,0.035634451,snacks_breakfast_type,242.917,24,Medium,Tier 1,Supermarket Type1
FD,16.85,Regular,0.026669833,others,92.712,16,,Tier 2,Supermarket Type1
FD,8.895,Regular,0.081088481,snacks_breakfast_type,50.2008,26,Small,Tier 1,Supermarket Type1
FD,15.15,Low Fat,0.027892415,Baking Goods,150.9708,14,Medium,Tier 3,Supermarket Type2
FD,18.25,Low Fat,0.012294203,Fruits and Vegetables,162.8894,24,Medium,Tier 1,Supermarket Type1
DR,5.73,Low Fat,0.052012483,Drinks,187.5898,14,Medium,Tier 3,Supermarket Type2
FD,16.1,Low Fat,0.0,Dairy,147.876,14,Medium,Tier 3,Supermarket Type2
NC,19.7,Low Fat,0.026891006,others,96.5726,24,Medium,Tier 1,Supermarket Type1
FD,14.0,Regular,0.136543704,Frozen Foods,51.564,16,,Tier 2,Supermarket Type1
NC,16.35,Low Fat,0.029439793,others,258.5646,19,Small,Tier 2,Supermarket Type1
DR,7.535,Low Fat,0.081772054,Drinks,120.444,19,Small,Tier 2,Supermarket Type1
NC,18.6,Low Fat,0.080664702,others,95.0436,21,,Tier 2,Supermarket Type1
FD,20.25,Regular,0.02298735,Baking Goods,241.1538,21,,Tier 2,Supermarket Type1
FD,6.67,Regular,0.089931111,snacks_breakfast_type,130.0626,19,Small,Tier 2,Supermarket Type1
FD,20.1,Regular,0.05470525,Fruits and Vegetables,191.682,21,,Tier 2,Supermarket Type1
FD,16.7,Regular,0.070201806,Baking Goods,187.9214,14,Medium,Tier 3,Supermarket Type2
FD,14.85,Low Fat,0.093607933,Baking Goods,140.4812,24,Medium,Tier 1,Supermarket Type1
FD,9.695,Regular,0.030351816,snacks_breakfast_type,219.7114,21,,Tier 2,Supermarket Type1
DR,12.1,Regular,0.06087929,Drinks,53.3614,38,Medium,Tier 3,Supermarket Type3
NC,7.83,Low Fat,0.18516682,others,253.8698,38,Medium,Tier 3,Supermarket Type3
FD,17.25,Regular,0.125478425,snacks_breakfast_type,40.948,21,,Tier 2,Supermarket Type1
FD,19.35,Regular,0.018559094,snacks_breakfast_type,113.1544,19,Small,Tier 2,Supermarket Type1
FD,7.35,Low Fat,0.0,Fruits and Vegetables,43.6454,38,Small,Tier 1,Grocery Store
FD,5.305,Regular,0.047028693,Meat,185.3608,26,Small,Tier 1,Supermarket Type1
FD,18.7,Low Fat,0.026342897,Baking Goods,125.702,24,Medium,Tier 1,Supermarket Type1
FD,20.0,Low Fat,0.03443923,Baking Goods,45.1086,21,,Tier 2,Supermarket Type1
FD,7.93,Low Fat,0.005521567,Frozen Foods,122.3414,38,Medium,Tier 3,Supermarket Type3
FD,20.0,Regular,0.027987562,Fruits and Vegetables,46.7744,38,Medium,Tier 3,Supermarket Type3
FD,12.35,Regular,0.067409268,Fruits and Vegetables,110.457,38,Small,Tier 1,Grocery Store
FD,20.85,Low Fat,0.037462127,Frozen Foods,194.2478,24,Medium,Tier 1,Supermarket Type1
FD,10.8,Low Fat,0.098613411,Meat,97.6042,21,,Tier 2,Supermarket Type1
DR,18.35,Low Fat,0.03320771,Dairy,151.834,19,Small,Tier 2,Supermarket Type1
FD,8.63,Regular,0.028436636,others,173.6422,16,,Tier 2,Supermarket Type1
FD,11.85,Regular,0.097555725,Baking Goods,52.7666,38,Small,Tier 1,Grocery Store
FD,9.0,Low Fat,0.079345519,others,77.0644,26,Small,Tier 1,Supermarket Type1
FD,14.85,Regular,0.009938784,snacks_breakfast_type,157.863,26,Small,Tier 1,Supermarket Type1
NC,6.26,Low Fat,0.031421979,others,109.3228,26,Small,Tier 1,Supermarket Type1
FD,17.7,Low Fat,0.087808521,Dairy,184.3292,26,Small,Tier 1,Supermarket Type1
FD,16.5,Low Fat,0.028534583,snacks_breakfast_type,89.8146,14,Medium,Tier 3,Supermarket Type2
FD,7.71,Regular,0.047662684,Dairy,121.0756,24,Medium,Tier 1,Supermarket Type1
FD,6.63,Regular,0.010930195,snacks_breakfast_type,56.3588,36,High,Tier 3,Supermarket Type1
FD,5.885,Regular,0.09314922,others,50.7982,14,Medium,Tier 3,Supermarket Type2
FD,18.85,Low Fat,0.042443319,others,256.033,38,Medium,Tier 3,Supermarket Type3
FD,6.935,Regular,0.04127448,snacks_breakfast_type,101.6332,19,Small,Tier 2,Supermarket Type1
FD,18.6,Low Fat,0.152677702,snacks_breakfast_type,99.9358,14,Medium,Tier 3,Supermarket Type2
FD,8.27,Regular,0.089537252,snacks_breakfast_type,149.7708,19,Small,Tier 2,Supermarket Type1
NC,11.3,Low Fat,0.04771769,others,179.666,26,Small,Tier 1,Supermarket Type1
FD,5.885,Regular,0.092959451,others,52.6982,21,,Tier 2,Supermarket Type1
NC,19.2,Low Fat,0.069006936,others,128.931,25,,Tier 3,Grocery Store
